2.5e-06 -0.0048828125 -0.00859375	0.027734375 0.9970703125
0.016235 0.00107421875 0.000390625	0.00107421875 1.0537109375
0.0162375 0.001171875 0.000390625	0.0009765625 1.052734375
0.01624 0.00107421875 0.00029296875	0.0013671875 1.0537109375
0.0162425 0.00107421875 -0.00029296875	0.001171875 1.0537109375
0.016245 0.00087890625 0.0001953125	0.00107421875 1.0537109375
0.0162475 0.0009765625 0.0001953125	0.0009765625 1.0537109375
0.01625 0.0009765625 -9.765625E-05	0.0009765625 1.0537109375
0.0162525 0.00078125 -0.0001953125	0.0009765625 1.052734375
0.016255 0.00107421875 0.0001953125	0.00107421875 1.052734375
0.0162575 0.00107421875 0.0001953125	0.00107421875 1.0537109375
0.01626 0.00107421875 0.000390625	0.001171875 1.052734375
0.0162625 0.00126953125 0.0001953125	0.00087890625 1.052734375
0.016265 0.0009765625 0.00029296875	0.00107421875 1.0537109375
0.0162675 0.0009765625 0.00029296875	0.0009765625 1.052734375
0.01627 0.00107421875 9.765625E-05	0.00068359375 1.0517578125
0.0162725 0.00068359375 -0.00048828125	0.00107421875 1.0537109375
0.016275 0.00087890625 0	0.00107421875 1.0537109375
0.0162775 0.0009765625 -9.765625E-05	0.00107421875 1.0537109375
0.01628 0.0009765625 0.0001953125	0.00126953125 1.0546875
0.0162825 0.00146484375 0.001171875	0.001171875 1.0537109375
0.016285 0.001171875 0.00048828125	0.00107421875 1.0537109375
0.0162875 0.001171875 0.000390625	0.001171875 1.0537109375
0.01629 0.001171875 0.000390625	0.00126953125 1.052734375
0.0162925 0.0009765625 -0.00029296875	0.00107421875 1.0537109375
0.016295 0.0009765625 0.0001953125	0.001171875 1.052734375
0.0162975 0.0009765625 0.00029296875	0.00107421875 1.052734375
0.0163 0.0009765625 9.765625E-05	0.00078125 1.052734375
0.0163025 0.00107421875 0.00078125	0.0009765625 1.0537109375
0.016305 0.0009765625 9.765625E-05	0.00107421875 1.052734375
0.0163075 0.00107421875 0.00029296875	0.0009765625 1.052734375
0.01631 0.001171875 0.000390625	0.001171875 1.052734375
0.0163125 0.0009765625 0	0.00107421875 1.052734375
0.016315 0.0009765625 9.765625E-05	0.0009765625 1.0537109375
0.0163175 0.00107421875 0.0001953125	0.00107421875 1.052734375
0.01632 0.00107421875 9.765625E-05	0.0005859375 1.0517578125
0.0163225 0.00107421875 0.00078125	0.001171875 1.0537109375
0.016325 0.00087890625 -9.765625E-05	0.0009765625 1.052734375
0.0163275 0.00087890625 9.765625E-05	0.0009765625 1.052734375
0.01633 0.0009765625 0.0001953125	0.001171875 1.0537109375
0.0163325 0.00087890625 9.765625E-05	0.001171875 1.0537109375
0.016335 0.00107421875 0.00029296875	0.00107421875 1.052734375
0.0163375 0.0009765625 9.765625E-05	0.001171875 1.052734375
0.01634 0.0009765625 0.0001953125	0.00107421875 1.0517578125
0.0163425 0.0009765625 0.00029296875	0.00107421875 1.052734375
0.016345 0.0009765625 9.765625E-05	0.0009765625 1.052734375
0.0163475 0.00107421875 0.0001953125	0.001171875 1.052734375
0.01635 0.0009765625 0	0.0009765625 1.052734375
0.0163525 0.0009765625 -9.765625E-05	0.001171875 1.052734375
0.016355 0.0009765625 0.0001953125	0.0009765625 1.052734375
0.0163575 0.0009765625 9.765625E-05	0.00107421875 1.052734375
0.01636 0.0009765625 0	0.0013671875 1.0517578125
0.0163625 0.0009765625 9.765625E-05	0.00107421875 1.0517578125
0.016365 0.001171875 0.00048828125	0.00107421875 1.052734375
0.0163675 0.0009765625 9.765625E-05	0.0009765625 1.0517578125
0.01637 0.001171875 0.00029296875	0.00087890625 1.0537109375
0.0163725 0.00107421875 0.0001953125	0.00107421875 1.052734375
0.016375 0.00078125 -0.0001953125	0.00087890625 1.052734375
0.0163775 0.0009765625 0	0.00107421875 1.052734375
0.01638 0.001171875 0.000390625	0.001171875 1.052734375
0.0163825 0.0009765625 0.0001953125	0.0009765625 1.052734375
0.016385 0.00107421875 0.000390625	0.001171875 1.052734375
0.0163875 0.00087890625 -9.765625E-05	0.00107421875 1.052734375
0.01639 0.00107421875 9.765625E-05	0.00087890625 1.052734375
0.0163925 0.0009765625 0.00029296875	0.00107421875 1.052734375
0.016395 0.001171875 0.000390625	0.00107421875 1.052734375
0.0163975 0.0009765625 0.0001953125	0.00107421875 1.052734375
0.0164 0.00087890625 0	0.001171875 1.052734375
0.0164025 0.00078125 -0.00048828125	0.001171875 1.052734375
0.016405 0.0009765625 0.00029296875	0.00107421875 1.0517578125
0.0164075 0.00087890625 9.765625E-05	0.00107421875 1.052734375
0.01641 0.0009765625 0.0001953125	0.00087890625 1.0517578125
0.0164125 0.00087890625 0	0.00107421875 1.052734375
0.016415 0.00087890625 0.0001953125	0.00107421875 1.052734375
0.0164175 0.0009765625 0.00029296875	0.00107421875 1.0517578125
0.01642 0.0009765625 0.0001953125	0.00087890625 1.0517578125
0.0164225 0.00107421875 0.0001953125	0.0009765625 1.0517578125
0.016425 0.00107421875 0.00048828125	0.0009765625 1.052734375
0.0164275 0.0009765625 0.00029296875	0.0009765625 1.0517578125
0.01643 0.00107421875 0.0001953125	0.001171875 1.0517578125
0.0164325 0.00126953125 0.00068359375	0.00107421875 1.0517578125
0.016435 0.0009765625 0	0.00107421875 1.052734375
0.0164375 0.00087890625 -9.765625E-05	0.00107421875 1.0517578125
0.01644 0.0009765625 0.0001953125	0.0009765625 1.052734375
0.0164425 0.0013671875 0.00078125	0.00107421875 1.0517578125
0.016445 0.00078125 -0.0001953125	0.0009765625 1.0517578125
0.0164475 0.0009765625 0.0001953125	0.0009765625 1.0517578125
0.01645 0.00107421875 0.00029296875	0.0009765625 1.0517578125
0.0164525 0.00107421875 0.00068359375	0.0009765625 1.0517578125
0.016455 0.0009765625 9.765625E-05	0.0009765625 1.0517578125
0.0164575 0.00107421875 0.0001953125	0.00107421875 1.0517578125
0.01646 0.0009765625 0.0001953125	0.00068359375 1.05078125
0.0164625 0.00107421875 0.000390625	0.00107421875 1.052734375
0.016465 0.0009765625 0.00029296875	0.00087890625 1.0517578125
0.0164675 0.0009765625 0.000390625	0.00107421875 1.0517578125
0.01647 0.0009765625 9.765625E-05	0.00078125 1.0517578125
0.0164725 0.0009765625 0	0.0009765625 1.0517578125
0.016475 0.0009765625 0.00029296875	0.0009765625 1.0517578125
0.0164775 0.00107421875 0.000390625	0.00107421875 1.0517578125
0.01648 0.0009765625 0.00029296875	0.001171875 1.0517578125
0.0164825 0.0009765625 0.0001953125	0.001171875 1.0517578125
0.016485 0.0009765625 0.0001953125	0.00087890625 1.0517578125
0.0164875 0.00107421875 0.0001953125	0.00107421875 1.0517578125
0.01649 0.0009765625 0.000390625	0.00126953125 1.052734375
0.0164925 0.0009765625 -9.765625E-05	0.00107421875 1.0517578125
0.016495 0.00107421875 0.00029296875	0.0009765625 1.0517578125
0.0164975 0.0009765625 0.0001953125	0.0009765625 1.0517578125
0.0165 0.0009765625 0.00029296875	0.001171875 1.0517578125
0.0165025 0.00107421875 0.00029296875	0.00087890625 1.05078125
0.016505 0.00107421875 0.000390625	0.0009765625 1.0517578125
0.0165075 0.0009765625 9.765625E-05	0.00107421875 1.0517578125
0.01651 0.00087890625 0	0.0009765625 1.0517578125
0.0165125 0.0009765625 9.765625E-05	0.00107421875 1.0517578125
0.016515 0.0009765625 9.765625E-05	0.0009765625 1.0517578125
0.0165175 0.0009765625 9.765625E-05	0.001171875 1.052734375
0.01652 0.0009765625 9.765625E-05	0.00078125 1.0517578125
0.0165225 0.001171875 0.0001953125	0.0009765625 1.0517578125
0.016525 0.00107421875 0.0001953125	0.00087890625 1.0517578125
0.0165275 0.0009765625 0.00029296875	0.0009765625 1.0517578125
0.01653 0.0009765625 0.0001953125	0.00087890625 1.05078125
0.0165325 0.00107421875 0.00029296875	0.00107421875 1.0517578125
0.016535 0.0009765625 0.00029296875	0.0009765625 1.0517578125
0.0165375 0.00107421875 0.00029296875	0.00107421875 1.0517578125
0.01654 0.0009765625 0	0.00078125 1.05078125
0.0165425 0.0009765625 0.00029296875	0.00107421875 1.0517578125
0.016545 0.0009765625 0.0001953125	0.00087890625 1.0517578125
0.0165475 0.00107421875 0.00029296875	0.0009765625 1.0517578125
0.01655 0.0009765625 0.000390625	0.0009765625 1.05078125
0.0165525 0.00107421875 0.00078125	0.001171875 1.0517578125
0.016555 0.00107421875 0.0001953125	0.0009765625 1.0517578125
0.0165575 0.0009765625 0.0001953125	0.0009765625 1.05078125
0.01656 0.0009765625 0.00029296875	0.0009765625 1.05078125
0.0165625 0.0009765625 0.0001953125	0.00107421875 1.05078125
0.016565 0.00087890625 0.0001953125	0.0009765625 1.05078125
0.0165675 0.0009765625 9.765625E-05	0.001171875 1.0517578125
0.01657 0.0009765625 0.00029296875	0.0009765625 1.05078125
0.0165725 0.0009765625 0.00029296875	0.0009765625 1.05078125
0.016575 0.00107421875 0.0005859375	0.0009765625 1.05078125
0.0165775 0.0009765625 0.0001953125	0.001171875 1.05078125
0.01658 0.0009765625 0.00029296875	0.0009765625 1.0517578125
0.0165825 0.00107421875 0.000390625	0.0009765625 1.0517578125
0.016585 0.00087890625 9.765625E-05	0.0009765625 1.05078125
0.0165875 0.0009765625 0.000390625	0.00107421875 1.05078125
0.01659 0.00107421875 0.00029296875	0.0009765625 1.0517578125
0.0165925 0.0009765625 0.00029296875	0.00107421875 1.05078125
0.016595 0.00107421875 0.0001953125	0.0009765625 1.05078125
0.0165975 0.00087890625 9.765625E-05	0.0009765625 1.05078125
0.0166 0.0009765625 0.00029296875	0.00107421875 1.0517578125
0.0166025 0.00107421875 0.00029296875	0.0009765625 1.05078125
0.016605 0.0009765625 0.0001953125	0.0009765625 1.05078125
0.0166075 0.00107421875 0.00048828125	0.00107421875 1.05078125
0.01661 0.00107421875 0.000390625	0.0009765625 1.05078125
0.0166125 0.0009765625 9.765625E-05	0.0009765625 1.05078125
0.016615 0.0009765625 0.0001953125	0.00087890625 1.05078125
0.0166175 0.0009765625 0.0001953125	0.001171875 1.05078125
0.01662 0.00068359375 -0.0005859375	0.0009765625 1.05078125
0.0166225 0.00087890625 -0.0001953125	0.00107421875 1.05078125
0.016625 0.0009765625 0.00029296875	0.00087890625 1.05078125
0.0166275 0.00087890625 0	0.0009765625 1.0517578125
0.01663 0.001171875 0.00087890625	0.0009765625 1.05078125
0.0166325 0.0009765625 9.765625E-05	0.0009765625 1.05078125
0.016635 0.00107421875 0.0001953125	0.00078125 1.05078125
0.0166375 0.00107421875 0.00029296875	0.00107421875 1.05078125
0.01664 0.00107421875 -9.765625E-05	0.00107421875 1.05078125
0.0166425 0.00107421875 0.0001953125	0.00107421875 1.05078125
0.016645 0.0009765625 0.000390625	0.00087890625 1.05078125
0.0166475 0.00087890625 0.00048828125	0.00087890625 1.05078125
0.01665 0.0009765625 0.000390625	0.0009765625 1.05078125
0.0166525 0.0009765625 9.765625E-05	0.0009765625 1.05078125
0.016655 0.0009765625 0.00029296875	0.00087890625 1.05078125
0.0166575 0.0009765625 0	0.00087890625 1.05078125
0.01666 0.0013671875 0.0009765625	0.0009765625 1.0498046875
0.0166625 0.00087890625 0.0001953125	0.0009765625 1.05078125
0.016665 0.0009765625 0	0.00107421875 1.05078125
0.0166675 0.0009765625 9.765625E-05	0.00087890625 1.048828125
0.01667 0.00068359375 -0.00029296875	0.00087890625 1.0498046875
0.0166725 0.0009765625 0.0001953125	0.00087890625 1.05078125
0.016675 0.00087890625 9.765625E-05	0.0009765625 1.05078125
0.0166775 0.0009765625 0.0001953125	0.00068359375 1.05078125
0.01668 0.00107421875 0.00048828125	0.0009765625 1.05078125
0.0166825 0.0009765625 0.00029296875	0.0009765625 1.05078125
0.016685 0.00087890625 9.765625E-05	0.0009765625 1.05078125
0.0166875 0.001171875 0.00068359375	0.00146484375 1.0517578125
0.01669 0.00068359375 -0.0009765625	0.00107421875 1.05078125
0.0166925 0.00107421875 0.000390625	0.001171875 1.05078125
0.016695 0.00087890625 0.0001953125	0.00107421875 1.05078125
0.0166975 0.00107421875 0.0001953125	0.00107421875 1.05078125
0.0167 0.001171875 0.0009765625	0.0009765625 1.05078125
0.0167025 0.0009765625 0.0001953125	0.0009765625 1.0498046875
0.016705 0.0009765625 0.0001953125	0.0009765625 1.05078125
0.0167075 0.00107421875 0.00029296875	0.00078125 1.05078125
0.01671 0.0009765625 -0.00029296875	0.0009765625 1.05078125
0.0167125 0.00107421875 0.00029296875	0.0009765625 1.0498046875
0.016715 0.00107421875 0.000390625	0.0009765625 1.0498046875
0.0167175 0.0009765625 0.0001953125	0.00078125 1.048828125
0.01672 0.00087890625 0.000390625	0.00107421875 1.05078125
0.0167225 0.00087890625 0.0001953125	0.00107421875 1.0498046875
0.016725 0.00087890625 0.000390625	0.0009765625 1.05078125
0.0167275 0.0009765625 0.0001953125	0.0005859375 1.0498046875
0.01673 0.00107421875 0.00048828125	0.0009765625 1.0498046875
0.0167325 0.00087890625 0	0.0009765625 1.05078125
0.016735 0.00087890625 0.0001953125	0.00087890625 1.0498046875
0.0167375 0.0009765625 9.765625E-05	0.0013671875 1.05078125
0.01674 0.00087890625 9.765625E-05	0.0009765625 1.05078125
0.0167425 0.0009765625 0.0001953125	0.00107421875 1.05078125
0.016745 0.0009765625 0.00029296875	0.00087890625 1.0498046875
0.0167475 0.00107421875 9.765625E-05	0.0009765625 1.0498046875
0.01675 0.001171875 0.00087890625	0.00107421875 1.0498046875
0.0167525 0.00087890625 -9.765625E-05	0.0009765625 1.0498046875
0.016755 0.0009765625 0.00029296875	0.0009765625 1.0498046875
0.0167575 0.0009765625 9.765625E-05	0.00078125 1.05078125
0.01676 0.0009765625 0	0.0009765625 1.0498046875
0.0167625 0.00087890625 9.765625E-05	0.00078125 1.0498046875
0.016765 0.0009765625 0.0001953125	0.001171875 1.0498046875
0.0167675 0.00087890625 9.765625E-05	0.00107421875 1.0498046875
0.01677 0.00087890625 0.00048828125	0.00087890625 1.0498046875
0.0167725 0.0009765625 0	0.0009765625 1.05078125
0.016775 0.0009765625 9.765625E-05	0.0009765625 1.0498046875
0.0167775 0.00107421875 0.00029296875	0.00087890625 1.0498046875
0.01678 0.00087890625 -0.0001953125	0.00107421875 1.048828125
0.0167825 0.00087890625 0.0001953125	0.00087890625 1.0498046875
0.016785 0.00107421875 0.000390625	0.00087890625 1.0498046875
0.0167875 0.0009765625 0.00048828125	0.0009765625 1.05078125
0.01679 0.00107421875 9.765625E-05	0.00107421875 1.0498046875
0.0167925 0.0009765625 0.0001953125	0.00087890625 1.0498046875
0.016795 0.00087890625 0	0.0009765625 1.0498046875
0.0167975 0.00087890625 0.0001953125	0.001171875 1.0498046875
0.0168 0.0009765625 0	0.0009765625 1.0498046875
0.0168025 0.00087890625 0	0.00087890625 1.0498046875
0.016805 0.0009765625 0.0001953125	0.00087890625 1.0498046875
0.0168075 0.00087890625 0.0001953125	0.00087890625 1.0498046875
0.01681 0.00126953125 0.00078125	0.00107421875 1.0498046875
0.0168125 0.0009765625 0.00029296875	0.00087890625 1.0498046875
0.016815 0.00087890625 0.0001953125	0.00087890625 1.0498046875
0.0168175 0.00107421875 0.00029296875	0.00087890625 1.048828125
0.01682 0.00087890625 0.0001953125	0.0009765625 1.0498046875
0.0168225 0.00087890625 9.765625E-05	0.00087890625 1.0498046875
0.016825 0.00087890625 0	0.00087890625 1.0498046875
0.0168275 0.00087890625 -0.0001953125	0.00078125 1.048828125
0.01683 0.0005859375 -0.00048828125	0.00087890625 1.0498046875
0.0168325 0.0009765625 0.0001953125	0.0009765625 1.0498046875
0.016835 0.00107421875 0.000390625	0.00087890625 1.048828125
0.0168375 0.0009765625 9.765625E-05	0.0013671875 1.05078125
0.01684 0.00087890625 -9.765625E-05	0.0009765625 1.0498046875
0.0168425 0.00078125 -9.765625E-05	0.0009765625 1.0498046875
0.016845 0.0009765625 9.765625E-05	0.00087890625 1.048828125
0.0168475 0.00107421875 0.0001953125	0.0009765625 1.048828125
0.01685 0.00078125 -0.000390625	0.0009765625 1.0498046875
0.0168525 0.00087890625 0	0.00087890625 1.0498046875
0.016855 0.0009765625 0.00029296875	0.0009765625 1.048828125
0.0168575 0.00087890625 0.0001953125	0.00078125 1.048828125
0.01686 0.001171875 0.0009765625	0.0009765625 1.0498046875
0.0168625 0.00087890625 0	0.00107421875 1.0498046875
0.016865 0.00107421875 0.0001953125	0.00087890625 1.0498046875
0.0168675 0.00087890625 0.0001953125	0.00068359375 1.048828125
0.01687 0.00107421875 0.00048828125	0.0009765625 1.0498046875
0.0168725 0.00087890625 0.0001953125	0.00087890625 1.0498046875
0.016875 0.0009765625 9.765625E-05	0.0009765625 1.0498046875
0.0168775 0.00087890625 0	0.00087890625 1.0498046875
0.01688 0.00087890625 0.000390625	0.00087890625 1.048828125
0.0168825 0.00087890625 9.765625E-05	0.00087890625 1.048828125
0.016885 0.00078125 -9.765625E-05	0.0009765625 1.0498046875
0.0168875 0.0009765625 0.0001953125	0.001171875 1.0498046875
0.01689 0.0009765625 0.00048828125	0.0009765625 1.048828125
0.0168925 0.00107421875 0.0001953125	0.00087890625 1.048828125
0.016895 0.0009765625 0.00029296875	0.00087890625 1.048828125
0.0168975 0.00087890625 9.765625E-05	0.001171875 1.0498046875
0.0169 0.00078125 0	0.00087890625 1.048828125
0.0169025 0.0009765625 0.0001953125	0.0009765625 1.048828125
0.016905 0.0009765625 0.0001953125	0.0009765625 1.048828125
0.0169075 0.00087890625 0.0001953125	0.0009765625 1.0498046875
0.01691 0.00078125 -0.00029296875	0.0009765625 1.048828125
0.0169125 0.00107421875 0.000390625	0.0009765625 1.0498046875
0.016915 0.00087890625 9.765625E-05	0.0009765625 1.048828125
0.0169175 0.00087890625 0.00029296875	0.00078125 1.048828125
0.01692 0.00078125 -0.0001953125	0.00087890625 1.048828125
0.0169225 0.0009765625 0.0001953125	0.0009765625 1.048828125
0.016925 0.00078125 0	0.00087890625 1.048828125
0.0169275 0.00087890625 0	0.00078125 1.048828125
0.01693 0.00087890625 9.765625E-05	0.00087890625 1.048828125
0.0169325 0.0009765625 0.0001953125	0.00087890625 1.048828125
0.016935 0.00087890625 -9.765625E-05	0.0009765625 1.048828125
0.0169375 0.00087890625 0.0001953125	0.0009765625 1.0498046875
0.01694 0.00078125 -0.0001953125	0.00087890625 1.0478515625
0.0169425 0.00087890625 0.0001953125	0.00078125 1.048828125
0.016945 0.00078125 9.765625E-05	0.00087890625 1.048828125
0.0169475 0.0009765625 0.00029296875	0.0009765625 1.048828125
0.01695 0.0009765625 0	0.00087890625 1.048828125
0.0169525 0.00087890625 9.765625E-05	0.00087890625 1.048828125
0.016955 0.0009765625 0.0001953125	0.00087890625 1.048828125
0.0169575 0.00087890625 9.765625E-05	0.0009765625 1.048828125
0.01696 0.00078125 -9.765625E-05	0.0009765625 1.048828125
0.0169625 0.0009765625 0.0001953125	0.00087890625 1.048828125
0.016965 0.00087890625 0.00029296875	0.0009765625 1.048828125
0.0169675 0.00087890625 0.0001953125	0.00078125 1.0478515625
0.01697 0.0009765625 0.000390625	0.00087890625 1.048828125
0.0169725 0.0009765625 0.0001953125	0.00107421875 1.0478515625
0.016975 0.00087890625 9.765625E-05	0.00087890625 1.048828125
0.0169775 0.0009765625 0.000390625	0.00087890625 1.048828125
0.01698 0.00087890625 0.0001953125	0.0009765625 1.048828125
0.0169825 0.00087890625 0.0001953125	0.00087890625 1.0478515625
0.016985 0.00078125 -0.0001953125	0.00078125 1.0478515625
0.0169875 0.00087890625 9.765625E-05	0.00107421875 1.048828125
0.01699 0.00087890625 0.0001953125	0.00087890625 1.0478515625
0.0169925 0.0009765625 9.765625E-05	0.00078125 1.0478515625
0.016995 0.0009765625 0.00029296875	0.00087890625 1.048828125
0.0169975 0.00087890625 0	0.0009765625 1.048828125
0.017 0.0009765625 0.00048828125	0.00087890625 1.048828125
0.0170025 0.00107421875 0.0005859375	0.00087890625 1.048828125
0.017005 0.00078125 0	0.0009765625 1.0478515625
0.0170075 0.00087890625 0.0001953125	0.00107421875 1.048828125
0.01701 0.00078125 0	0.00087890625 1.0478515625
0.0170125 0.0009765625 0.00029296875	0.0009765625 1.048828125
0.017015 0.00087890625 0.00029296875	0.0009765625 1.0478515625
0.0170175 0.0009765625 0	0.0009765625 1.048828125
0.01702 0.0009765625 0	0.00078125 1.0478515625
0.0170225 0.00078125 9.765625E-05	0.0009765625 1.048828125
0.017025 0.0009765625 0.00029296875	0.00087890625 1.0478515625
0.0170275 0.00107421875 0.0005859375	0.00087890625 1.0478515625
0.01703 0.00087890625 0	0.0009765625 1.048828125
0.0170325 0.0009765625 0.00029296875	0.00087890625 1.0478515625
0.017035 0.00068359375 -9.765625E-05	0.0009765625 1.048828125
0.0170375 0.00078125 9.765625E-05	0.00087890625 1.0478515625
0.01704 0.00078125 -9.765625E-05	0.00087890625 1.0478515625
0.0170425 0.0009765625 0.00029296875	0.00087890625 1.0478515625
0.017045 0.0009765625 0.0001953125	0.00087890625 1.0478515625
0.0170475 0.001171875 0.00048828125	0.0009765625 1.0478515625
0.01705 0.00078125 0	0.00087890625 1.0478515625
0.0170525 0.0009765625 0.00029296875	0.00087890625 1.0478515625
0.017055 0.0009765625 0.0001953125	0.0009765625 1.0478515625
0.0170575 0.0005859375 -0.00078125	0.0009765625 1.0478515625
0.01706 0.00078125 9.765625E-05	0.00087890625 1.0478515625
0.0170625 0.00087890625 0.0001953125	0.00087890625 1.0478515625
0.017065 0.00078125 9.765625E-05	0.0009765625 1.048828125
0.0170675 0.001171875 0.001171875	0.00087890625 1.0478515625
0.01707 0.00107421875 0.00029296875	0.0009765625 1.0478515625
0.0170725 0.00078125 9.765625E-05	0.00087890625 1.0478515625
0.017075 0.00078125 0.0001953125	0.0005859375 1.046875
0.0170775 0.001171875 0.0005859375	0.00087890625 1.0478515625
0.01708 0.00087890625 0.00029296875	0.0009765625 1.0478515625
0.0170825 0.00107421875 0.000390625	0.0009765625 1.0478515625
0.017085 0.0009765625 0.00048828125	0.00078125 1.048828125
0.0170875 0.00078125 9.765625E-05	0.00078125 1.048828125
0.01709 0.00078125 0.00029296875	0.0009765625 1.0478515625
0.0170925 0.0009765625 0.00048828125	0.00087890625 1.0478515625
0.017095 0.0009765625 0.0001953125	0.00146484375 1.048828125
0.0170975 0.00107421875 0.00029296875	0.0009765625 1.0478515625
0.0171 0.00087890625 0.00029296875	0.00078125 1.0478515625
0.0171025 0.00107421875 0.00048828125	0.00087890625 1.0478515625
0.017105 0.00087890625 9.765625E-05	0.00068359375 1.046875
0.0171075 0.00048828125 -0.00087890625	0.00107421875 1.0478515625
0.01711 0.00107421875 0.000390625	0.00068359375 1.0478515625
0.0171125 0.00078125 -9.765625E-05	0.0009765625 1.0478515625
0.017115 0.0009765625 0.00029296875	0.00107421875 1.0478515625
0.0171175 0.001171875 0.00087890625	0.0009765625 1.0478515625
0.01712 0.0009765625 0.00029296875	0.00087890625 1.048828125
0.0171225 0.00078125 0	0.0009765625 1.0478515625
0.017125 0.0009765625 0.00029296875	0.000390625 1.046875
0.0171275 0.00068359375 -0.0005859375	0.00087890625 1.0478515625
0.01713 0.00087890625 0.0001953125	0.00107421875 1.0478515625
0.0171325 0.00087890625 0.000390625	0.00087890625 1.046875
0.017135 0.00087890625 0.0001953125	0.00078125 1.0478515625
0.0171375 0.00126953125 0.001171875	0.00087890625 1.0478515625
0.01714 0.00078125 9.765625E-05	0.00107421875 1.0478515625
0.0171425 0.0009765625 0.0001953125	0.00087890625 1.046875
0.017145 0.00087890625 9.765625E-05	0.0009765625 1.0458984375
0.0171475 0.00087890625 -0.00029296875	0.0009765625 1.0478515625
0.01715 0.00078125 0	0.00087890625 1.046875
0.0171525 0.00068359375 -0.000390625	0.00087890625 1.0478515625
0.017155 0.00087890625 0.00029296875	0.00068359375 1.0478515625
0.0171575 0.00107421875 0.00068359375	0.0009765625 1.0478515625
0.01716 0.00078125 0.00048828125	0.00087890625 1.046875
0.0171625 0.00087890625 0.00029296875	0.00078125 1.0478515625
0.017165 0.00078125 9.765625E-05	0.001171875 1.0478515625
0.0171675 0.0009765625 9.765625E-05	0.00087890625 1.0478515625
0.01717 0.00087890625 0	0.00078125 1.046875
0.0171725 0.00087890625 9.765625E-05	0.00087890625 1.0478515625
0.017175 0.00078125 0.0001953125	0.00068359375 1.046875
0.0171775 0.00068359375 9.765625E-05	0.00087890625 1.046875
0.01718 0.00068359375 9.765625E-05	0.00087890625 1.0478515625
0.0171825 0.00087890625 0.0001953125	0.00078125 1.0478515625
0.017185 0.00087890625 0.000390625	0.0009765625 1.0478515625
0.0171875 0.0009765625 0.000390625	0.00087890625 1.046875
0.01719 0.0009765625 0.00029296875	0.00107421875 1.046875
0.0171925 0.00087890625 0.0001953125	0.0009765625 1.0478515625
0.017195 0.00078125 9.765625E-05	0.00087890625 1.046875
0.0171975 0.00078125 -9.765625E-05	0.00087890625 1.046875
0.0172 0.00078125 0	0.00087890625 1.046875
0.0172025 0.00078125 -9.765625E-05	0.00087890625 1.046875
0.017205 0.00087890625 9.765625E-05	0.0009765625 1.0478515625
0.0172075 0.0009765625 0.00048828125	0.00087890625 1.046875
0.01721 0.00087890625 0.00029296875	0.00078125 1.046875
0.0172125 0.0009765625 0.0001953125	0.0009765625 1.0478515625
0.017215 0.00087890625 0.00029296875	0.00078125 1.046875
0.0172175 0.00078125 -0.00029296875	0.00087890625 1.046875
0.01722 0.00087890625 0.0001953125	0.00078125 1.046875
0.0172225 0.00087890625 9.765625E-05	0.00087890625 1.046875
0.017225 0.00087890625 0	0.00078125 1.046875
0.0172275 0.0009765625 0.00048828125	0.00107421875 1.046875
0.01723 0.00078125 0	0.00087890625 1.046875
0.0172325 0.00078125 9.765625E-05	0.00087890625 1.046875
0.017235 0.00107421875 0.0005859375	0.00087890625 1.046875
0.0172375 0.0009765625 0.0001953125	0.00087890625 1.046875
0.01724 0.00078125 9.765625E-05	0.00087890625 1.046875
0.0172425 0.00078125 0	0.0009765625 1.046875
0.017245 0.00087890625 0.0001953125	0.00078125 1.046875
0.0172475 0.0005859375 -0.000390625	0.00087890625 1.0478515625
0.01725 0.00078125 9.765625E-05	0.00078125 1.046875
0.0172525 0.00078125 -9.765625E-05	0.00087890625 1.046875
0.017255 0.00078125 0	0.001171875 1.0478515625
0.0172575 0.00068359375 -0.0001953125	0.00087890625 1.046875
0.01726 0.00078125 0.0001953125	0.00087890625 1.046875
0.0172625 0.00087890625 0.00029296875	0.00087890625 1.046875
0.017265 0.00078125 9.765625E-05	0.00078125 1.0458984375
0.0172675 0.00087890625 0	0.00087890625 1.046875
0.01727 0.00078125 9.765625E-05	0.00087890625 1.046875
0.0172725 0.00078125 0.0001953125	0.00087890625 1.046875
0.017275 0.00068359375 0	0.00068359375 1.0458984375
0.0172775 0.0009765625 0.0005859375	0.00078125 1.046875
0.01728 0.00078125 0	0.00078125 1.046875
0.0172825 0.00087890625 0	0.00087890625 1.0458984375
0.017285 0.00087890625 0.0001953125	0.00068359375 1.044921875
0.0172875 0.0009765625 0.00048828125	0.00087890625 1.046875
0.01729 0.00087890625 0	0.00078125 1.0458984375
0.0172925 0.00087890625 0.0001953125	0.0009765625 1.046875
0.017295 0.0009765625 0.00048828125	0.00078125 1.046875
0.0172975 0.0009765625 0.00048828125	0.00087890625 1.046875
0.0173 0.00068359375 0	0.0009765625 1.046875
0.0173025 0.00068359375 -0.0001953125	0.0009765625 1.046875
0.017305 0.00087890625 0.0001953125	0.001171875 1.0478515625
0.0173075 0.00078125 0.0001953125	0.00078125 1.046875
0.01731 0.00087890625 0.0001953125	0.00087890625 1.046875
0.0173125 0.0009765625 9.765625E-05	0.0009765625 1.046875
0.017315 0.00078125 0	0.0009765625 1.046875
0.0173175 0.00078125 0	0.00078125 1.0458984375
